ID_Keluar (Key),Tanggal,ID_Detail,ID Bahan Baku,Nama Bahan Baku,Jumlah_Keluar
46cc851d,07/20/2026 00:00:00,cb163879,MB-02,Badak,1
87f89c09,07/20/2026 00:00:00,5577fe63,BK-01,Biji Kopi,18
43b261c6,07/20/2026 00:00:00,5577fe63,BK-02,SKM,25
e50d6d9f,07/20/2026 00:00:00,df0189c1,MB-01,Le Mineral,1
aaac4955,07/20/2026 00:00:00,50b28f9a,BK-01,Biji Kopi,18
3ce55fa1,07/20/2026 00:00:00,50b28f9a,BK-02,SKM,25
c02046fd,07/20/2026 00:00:00,b62b8506,MB-02,Badak,1
1da946c3,07/20/2026 00:00:00,7feea691,BK-01,Biji Kopi,36
6550723f,07/20/2026 00:00:00,7feea691,BK-02,SKM,50
291934b7,07/20/2026 00:00:00,e77a4802,BK-01,Biji Kopi,18
884bf1c6,07/20/2026 00:00:00,e77a4802,BK-02,SKM,25
9733902a,07/21/2026 00:00:00,21f351ad,MB-02,Badak,1
0726ffc0,07/21/2026 00:00:00,d363be34,BK-01,Biji Kopi,18
dcf5d206,07/21/2026 00:00:00,d363be34,BK-02,SKM,25
93fa9124,07/21/2026 00:00:00,287f8b6b,BK-01,Biji Kopi,18
79eb8431,07/21/2026 00:00:00,287f8b6b,BK-02,SKM,25
8f761e35,07/21/2026 00:00:00,c5fe9b03,BK-01,Biji Kopi,18
22467f72,07/21/2026 00:00:00,c5fe9b03,BK-02,SKM,25
1b1f5327,07/21/2026 00:00:00,bc6ffd75,MB-01,Le Mineral,1
555d80bd,07/21/2026 00:00:00,348cc2b3,BK-01,Biji Kopi,18
bb3511ba,07/21/2026 00:00:00,348cc2b3,BK-02,SKM,25
298d274d,07/21/2026 00:00:00,f1f5df11,BK-01,Biji Kopi,18
98198d26,07/21/2026 00:00:00,f1f5df11,BK-02,SKM,25
0d0645d6,07/21/2026 00:00:00,97897c4e,BK-01,Biji Kopi,36
eda33f01,07/21/2026 00:00:00,97897c4e,BK-02,SKM,50
51ed1d7b,07/21/2026 00:00:00,9202593a,BK-01,Biji Kopi,18
8182318c,07/21/2026 00:00:00,9202593a,BK-02,SKM,25
045b6259,07/21/2026 00:00:00,57770420,MB-01,Le Mineral,1
9f664267,07/21/2026 00:00:00,e80ba131,MB-02,Badak,1
ffea9b1b,07/21/2026 00:00:00,8414c6f2,BK-06,Teh,1
17dcbdca,07/21/2026 00:00:00,8414c6f2,BK-04,Gula Putih,25
904cbb80,07/22/2026 00:00:00,77ed4a14,BK-01,Biji Kopi,18
fb7d9d02,07/22/2026 00:00:00,1666f06d,BK-01,Biji Kopi,36
9139d081,07/22/2026 00:00:00,1666f06d,BK-02,SKM,50
153f59d6,07/22/2026 00:00:00,33887683,BK-06,Teh,4
4691d0ab,07/22/2026 00:00:00,33887683,BK-04,Gula Putih,100
dfe64679,07/23/2026 00:00:00,34ce0ed5,MB-02,Badak,1
adf36243,07/23/2026 00:00:00,1559eff1,BK-01,Biji Kopi,18
d3188cda,07/23/2026 00:00:00,fc196f36,BK-01,Biji Kopi,18
6c723cce,07/23/2026 00:00:00,fc196f36,BK-02,SKM,25
4d1276ad,07/23/2026 00:00:00,79a166d2,BK-06,Teh,1
c478675c,07/23/2026 00:00:00,79a166d2,BK-04,Gula Putih,25
7ad6b306,07/23/2026 00:00:00,8a0d8683,BK-01,Biji Kopi,18
45bcee3a,07/23/2026 00:00:00,307c27d8,BK-01,Biji Kopi,18
9fbd0054,07/23/2026 00:00:00,307c27d8,BK-02,SKM,25
3c35af29,07/23/2026 00:00:00,e28fd4d4,MB-01,Le Mineral,1
3cf83c38,07/23/2026 00:00:00,ccaf2eec,BK-01,Biji Kopi,18
1d107ded,07/23/2026 00:00:00,794280c7,BK-01,Biji Kopi,18
aa271bdb,07/23/2026 00:00:00,18fe8e12,BMK-08,Indomie Goreng,1
1d6cc102,07/23/2026 00:00:00,18fe8e12,BMK-09,Minyak Goreng,10
3db56b0d,07/23/2026 00:00:00,18fe8e12,BMK-10,Telur,1
